ANO,REGIAO,UF,MUNICIPIO,AREA,DEPENDENCIA_ADM,LOCALIZACAO,NOTA_LP,NOTA_MT,SEXO,RACA_COR,MES_NASC,ANO_NASC,COMPUTADOR,ESC_MAE,ESC_PAI,USO_TEMPO_TELAS,AFAZERES_DOM,TRABALHO,PERSPECTIVAS
2017,Sudeste,MG,3171204,Interior,Municipal,Urbana,184.576277,292.745263,Masculino,Branca,Novembro,2002,"Sim, um","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Sudeste,MG,3133808,Interior,Estadual,Urbana,264.172468,238.2062,Feminino,Parda,Junho,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Nordeste,PE,2615003,Interior,Municipal,Urbana,216.791735,249.733546,Masculino,Parda,Outubro,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade",Não sei,Menos de 1 hora,Não faço trabalhos domésticos,Não,Ainda não sei
2017,Sudeste,SP,3550308,Capital,Estadual,Urbana,150.906188,210.279207,NA,Preta,Janeiro,2003,"Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Entre 1 e 2 horas,Não faço trabalhos domésticos,Não,Ainda não sei
2017,Nordeste,CE,2313302,Interior,Municipal,Urbana,316.567578,270.577975,Masculino,Parda,Dezembro,2002,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Mais de 3 horas,Menos de 1 hora,Não,Ainda não sei
2017,Sudeste,SP,3530607,Interior,Estadual,Urbana,227.11287,300.064084,Masculino,Branca,Março,2003,"Sim, dois",Não sei,Não sei,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,CE,2309458,Interior,Municipal,Rural,229.176888,245.215657,Masculino,Parda,Maio,2001,"Sim, um",Não sei,Não sei,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Ainda não sei
2017,Nordeste,PE,2602902,Interior,Municipal,Urbana,177.143686,189.008711,Feminino,Parda,Junho,2002,"Sim, um",Não sei,Não sei,Menos de 1 hora,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
2017,Sudeste,SP,3513504,Interior,Estadual,Urbana,273.838708,183.804018,Feminino,Parda,Junho,2003,"Sim, um",Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Sudeste,RJ,3302700,Interior,Municipal,Urbana,248.035401,304.92912,Masculino,Indígena,Março,2003,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Mais de 3 horas,Não,Continuar estudando e trabalhar
2017,Sudeste,SP,3502754,Interior,Municipal,Urbana,249.160628,260.954098,Masculino,Branca,Agosto,2002,Não tem,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,Menos de 1 hora,Sim,Continuar estudando e trabalhar
2017,Sul,SC,4207007,Interior,Municipal,Urbana,248.708642,191.125801,Masculino,Branca,Maio,2003,"Sim, um",Completou a Faculdade,"Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas","Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
2017,Sul,RS,4304408,Interior,Estadual,Urbana,256.487935,237.007254,Masculino,Não quero declarar,Julho,2002,Não tem,Não sei,Não sei,Entre 1 e 2 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Sudeste,SP,3549706,Interior,Estadual,Rural,297.80961,271.236833,Masculino,Parda,Setembro,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,RN,2408102,Capital,Estadual,Urbana,267.775353,295.053169,Masculino,Branca,Junho,2002,"Sim, um","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Sul,RS,4323804,Interior,Municipal,Urbana,304.759087,316.069858,Feminino,Não quero declarar,Fevereiro,2003,"Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
2017,Norte,AM,1303403,Interior,Municipal,Urbana,212.862972,244.166558,Feminino,Parda,Outubro,2002,Não tem,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Entre 1 e 2 horas,Menos de 1 hora,Não,Somente continuar estudando
2017,Norte,TO,1721000,Capital,Municipal,Urbana,259.207123,302.92538,Masculino,Parda,Setembro,2002,"Sim, um",Não sei,Não sei,"Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Menos de 1 hora,Sim,Somente continuar estudando
2017,Sul,PR,4108304,Interior,Estadual,Urbana,234.482379,286.004704,NA,NA,NA,NA,NA,NA,"Completou o Ensino Médio, mas não completou a Faculdade",Menos de 1 hora,Mais de 3 horas,Sim,Continuar estudando e trabalhar
2017,Sul,SC,4219853,Interior,Municipal,Urbana,344.498205,344.441922,Feminino,Branca,Março,2002,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Somente continuar estudando
2017,Nordeste,PE,2610608,Interior,Municipal,Rural,192.490052,187.353907,Feminino,Parda,Julho,2002,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não sei,Menos de 1 hora,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
2017,Norte,TO,1702554,Interior,Estadual,Urbana,327.681121,279.600226,Feminino,Parda,Fevereiro,2003,Não tem,Não sei,Não sei,Menos de 1 hora,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Sudeste,MG,3157807,Interior,Estadual,Urbana,169.539204,171.047768,Feminino,Preta,Março,2003,"Sim, um",Não sei,Não sei,Menos de 1 hora,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Sudeste,SP,3548807,Interior,Municipal,Urbana,351.488616,301.967721,Feminino,Branca,Dezembro,2002,"Sim, três","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Sudeste,SP,3520509,Interior,Estadual,Urbana,185.838576,224.106354,Masculino,Branca,Fevereiro,2002,"Sim, um",Completou a Faculdade,Não sei,Menos de 1 hora,Mais de 3 horas,Não,Somente continuar estudando
2017,Sudeste,SP,3550308,Capital,Estadual,Urbana,317.991025,328.506292,Masculino,Branca,Junho,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Completou a Faculdade,Entre 1 e 2 horas,Menos de 1 hora,Não,Ainda não sei
2017,Nordeste,PE,2611606,Capital,Estadual,Urbana,159.401034,263.808687,Masculino,Parda,Julho,2002,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Menos de 1 hora,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
2017,Nordeste,BA,2917359,Interior,Municipal,Urbana,299.595076,262.535348,Feminino,Parda,Fevereiro,2003,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Entre 1 e 2 horas,Menos de 1 hora,Não,Somente continuar estudando
2017,Sul,RS,4307906,Interior,Municipal,Urbana,250.194786,257.891255,Feminino,Branca,Janeiro,2003,"Sim, um","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Sul,RS,4302709,Interior,Municipal,Urbana,272.550405,291.101526,Masculino,Não quero declarar,Agosto,2002,"Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Menos de 1 hora,Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Sul,PR,4114203,Interior,Estadual,Urbana,311.253272,312.159128,Masculino,Branca,Março,2003,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
2017,Norte,AM,1302603,Capital,Municipal,Urbana,150.593313,298.173861,Masculino,Parda,Janeiro,2002,"Sim, quatro ou mais","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Menos de 1 hora,Menos de 1 hora,Sim,Continuar estudando e trabalhar
2017,Sudeste,MG,3106200,Capital,Estadual,Urbana,278.735296,207.756842,Masculino,Parda,Março,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,PE,2607000,Interior,Estadual,Urbana,246.054244,191.491113,Feminino,Parda,Setembro,2002,Não tem,Não sei,Não sei,Menos de 1 hora,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Norte,PA,1505064,Interior,Municipal,Urbana,190.147372,233.119551,Masculino,Amarela,Janeiro,2000,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,Nunca estudou,Menos de 1 hora,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Centro-Oeste,GO,5204904,Interior,Estadual,Urbana,255.725498,299.280026,Masculino,Não quero declarar,Maio,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade",Não sei,Menos de 1 hora,Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Sul,RS,4319505,Interior,Estadual,Rural,324.278224,332.84689,Masculino,Branca,Junho,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Nordeste,MA,2111300,Capital,Municipal,Urbana,347.959666,298.135351,Masculino,Parda,Março,2003,"Sim, um",Completou a Faculdade,Completou a Faculdade,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Nordeste,SE,2800605,Interior,Municipal,Urbana,236.998658,223.644069,Feminino,Parda,Janeiro,2004,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Completou a Faculdade,Menos de 1 hora,Menos de 1 hora,Não,Somente continuar estudando
2017,Nordeste,MA,2102325,Interior,Municipal,Urbana,238.951001,224.244073,Masculino,Branca,Setembro,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Nunca estudou,Menos de 1 hora,Menos de 1 hora,Não,Somente continuar estudando
2017,Nordeste,CE,2300309,Interior,Municipal,Urbana,341.812569,323.341953,Masculino,Parda,Abril,2003,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Entre 1 e 2 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Nordeste,RN,2411205,Interior,Estadual,Urbana,227.780437,233.951676,Feminino,Parda,Janeiro,2003,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Não sei,Entre 1 e 2 horas,Menos de 1 hora,Não,Ainda não sei
2017,Sudeste,MG,3124203,Interior,Estadual,Rural,266.012586,231.993041,Masculino,Não quero declarar,Fevereiro,2003,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Menos de 1 hora,Mais de 3 horas,Sim,Continuar estudando e trabalhar
2017,Sul,RS,4306908,Interior,Estadual,Urbana,250.114459,295.289761,Masculino,Branca,Janeiro,2003,"Sim, três",Completou a Faculdade,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Nordeste,MA,2101608,Interior,Municipal,Urbana,203.984677,220.272085,Masculino,Parda,Maio,2002,Não tem,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Menos de 1 hora,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Nordeste,SE,2806800,Interior,Municipal,Urbana,188.013551,312.978733,Masculino,Parda,Novembro,2001,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,Nunca estudou,Menos de 1 hora,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
2017,Centro-Oeste,DF,5300108,Capital,Estadual,Urbana,307.596064,267.445769,Feminino,Parda,Junho,2001,"Sim, um",Não sei,Não sei,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,MA,2104800,Interior,Municipal,Urbana,235.452959,207.661155,Feminino,Parda,Setembro,2003,"Sim, um",Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,CE,2304400,Capital,Municipal,Urbana,329.722936,258.202463,Feminino,Parda,Agosto,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
2017,Sul,RS,4307708,Interior,Estadual,Urbana,290.062987,267.763013,Feminino,Preta,Agosto,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
2017,Nordeste,PE,2610608,Interior,Municipal,Rural,178.675171,198.379842,Feminino,Parda,Novembro,2002,Não tem,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não sei,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Sudeste,SP,3554102,Interior,Municipal,Urbana,311.12843,338.046498,Masculino,Branca,Abril,2003,"Sim, um",Completou a Faculdade,"Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Nordeste,PE,2613305,Interior,Municipal,Urbana,294.981282,285.100255,Feminino,Branca,Setembro,2002,Não tem,Não sei,Não sei,Mais de 3 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Sudeste,MG,3122306,Interior,Estadual,Urbana,312.558599,263.15933,NA,NA,Abril,2003,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Não sei,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,RN,2405108,Interior,Municipal,Urbana,248.698615,214.011026,Masculino,Preta,Fevereiro,2002,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Não sei,Entre 1 e 2 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Nordeste,RN,2414456,Interior,Municipal,Urbana,220.890681,229.506615,Feminino,Preta,Agosto,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Nordeste,MA,2104057,Interior,Municipal,Rural,284.78609,235.041241,Masculino,Parda,Julho,2001,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Menos de 1 hora,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Sudeste,RJ,3304904,Interior,Estadual,Urbana,217.784793,264.518631,Masculino,Preta,Dezembro,2002,"Sim, um",Não sei,Não sei,Entre 1 e 2 horas,NA,Não,Continuar estudando e trabalhar
2017,Centro-Oeste,MT,5106828,Interior,Municipal,Rural,193.484708,249.808386,Masculino,Preta,Março,2002,Não tem,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Sudeste,RJ,3304557,Capital,Municipal,Urbana,311.98954,346.513068,Feminino,Branca,Junho,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Sudeste,ES,3204906,Interior,Municipal,Urbana,301.631657,329.710492,Masculino,Parda,Agosto,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,PB,2507507,Capital,Estadual,Urbana,298.201544,280.826951,Feminino,Branca,Agosto,2002,"Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Menos de 1 hora,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Sudeste,MG,3109501,Interior,Estadual,Urbana,228.055738,241.808293,Masculino,Indígena,Junho,2003,Não tem,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Menos de 1 hora,Não faço trabalhos domésticos,Não,Somente continuar estudando
2017,Sudeste,SP,3506607,Interior,Estadual,Urbana,327.46135399999997,342.781081,Feminino,Branca,Novembro,2003,"Sim, um","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Sudeste,SP,3551603,Interior,Estadual,Urbana,157.900731,198.888071,Masculino,Preta,Fevereiro,2003,"Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Menos de 1 hora,Menos de 1 hora,Sim,Somente continuar estudando
2017,Nordeste,PE,2610400,Interior,Estadual,Urbana,232.915028,316.033249,Masculino,Parda,Novembro,2001,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Entre 1 e 2 horas,Não faço trabalhos domésticos,Sim,Continuar estudando e trabalhar
2017,Sudeste,SP,3538808,Interior,Estadual,Urbana,368.254187,327.727321,Masculino,Parda,Setembro,2003,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
2017,Sudeste,RJ,3302502,Interior,Municipal,Urbana,240.105979,279.797694,Masculino,Parda,Dezembro,1999,"Sim, três",Não sei,Não sei,Mais de 3 horas,Entre 1 e 2 horas,Sim,Continuar estudando e trabalhar
2017,Sul,RS,4309209,Interior,Estadual,Urbana,207.044892,276.02144,Masculino,Parda,Outubro,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade",Não sei,Entre 1 e 2 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Nordeste,PE,2611507,Interior,Municipal,Rural,266.26877,305.070975,Masculino,Preta,Março,2002,Não tem,Não sei,Não sei,Menos de 1 hora,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
2017,Sudeste,MG,3154606,Interior,Estadual,Urbana,280.897049,279.985827,Masculino,Parda,Outubro,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade",Não sei,Entre 1 e 2 horas,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
2017,Sul,SC,4211306,Interior,Municipal,Urbana,306.730437,217.522685,Feminino,Branca,Novembro,2001,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Mais de 3 horas,Não,Continuar estudando e trabalhar
2017,Centro-Oeste,GO,5201108,Interior,Estadual,Urbana,310.716277,347.235755,Masculino,Parda,Abril,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Entre 1 e 2 horas,Entre 1 e 2 horas,Sim,Continuar estudando e trabalhar
2017,Nordeste,CE,2304400,Capital,Municipal,Urbana,200.281246,177.487793,Feminino,Branca,Agosto,2000,Não tem,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Menos de 1 hora,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Nordeste,MA,2102101,Interior,Municipal,Urbana,254.360009,271.010861,Feminino,Parda,Fevereiro,2002,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Entre 1 e 2 horas,Menos de 1 hora,Não,Somente continuar estudando
2017,Norte,AM,1300029,Interior,Estadual,Urbana,261.793977,239.078735,Masculino,Parda,Agosto,2001,"Sim, um",Não completou a 4.ª série/5.º ano do Ensino Fundamental,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Entre 1 e 2 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Sul,SC,4200705,Interior,Estadual,Urbana,328.345712,267.781793,Feminino,Branca,Fevereiro,2003,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Sudeste,RJ,3300456,Interior,Municipal,Urbana,255.219741,204.35993,Feminino,Branca,Abril,2003,Não tem,Não sei,Não sei,Mais de 3 horas,Mais de 3 horas,Não,Somente continuar estudando
2017,Centro-Oeste,MS,5002704,Capital,Estadual,Urbana,336.132112,292.649575,Feminino,Branca,Janeiro,2003,"Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não sei,Mais de 3 horas,Mais de 3 horas,Não,Continuar estudando e trabalhar
2017,Sudeste,SP,3546405,Interior,Estadual,Urbana,277.794687,247.251647,Masculino,Parda,Fevereiro,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Menos de 1 hora,Não faço trabalhos domésticos,Sim,Continuar estudando e trabalhar
2017,Nordeste,CE,2305233,Interior,Municipal,Urbana,281.509302,246.990015,Feminino,NA,Novembro,2001,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Mais de 3 horas,Não,Somente continuar estudando
2017,Norte,AM,1302603,Capital,Estadual,Urbana,288.559379,192.591298,Feminino,Parda,Junho,2003,Não tem,Não sei,Não sei,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Centro-Oeste,MS,5005681,Interior,Estadual,Urbana,254.674151,234.636748,Masculino,Parda,Outubro,2002,"Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Mais de 3 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Sudeste,MG,3127701,Interior,Municipal,Urbana,227.750851,213.187341,NA,Parda,Maio,2002,Não tem,Completou a Faculdade,Completou a Faculdade,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Sul,RS,6310391,Capital,Municipal,Urbana,149.438666,273.517967,Masculino,Não quero declarar,Dezembro,2001,Não tem,Não sei,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Sudeste,SP,3550308,Capital,Estadual,Urbana,206.366858,231.537295,Feminino,Parda,Abril,2001,"Sim, um","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Não sei,Menos de 1 hora,Menos de 1 hora,Sim,Somente trabalhar
2017,Centro-Oeste,DF,5300108,Capital,Estadual,Urbana,203.993216,231.832854,Feminino,Branca,Outubro,2001,"Sim, três","Completou o Ensino Médio, mas não completou a Faculdade",Não sei,Menos de 1 hora,Não faço trabalhos domésticos,Sim,Continuar estudando e trabalhar
2017,Nordeste,MA,2109007,Interior,Municipal,Urbana,276.589795,267.649831,Feminino,Parda,Outubro,2002,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Entre 1 e 2 horas,Menos de 1 hora,Não,Somente continuar estudando
2017,Sudeste,MG,3147600,Interior,Estadual,Urbana,264.425732,308.864722,Masculino,Parda,Junho,2003,Não tem,Não sei,Não sei,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Ainda não sei
2017,Nordeste,PI,2204709,Interior,Municipal,Urbana,299.451778,300.341757,Feminino,Parda,Novembro,2002,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Sudeste,SP,3541406,Interior,Estadual,Urbana,224.122127,254.629881,Masculino,Parda,Janeiro,2000,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Não sei,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
